Query ID,Predicted Cardinality
220,17.238697
221,950.039
222,208082.38
223,242706.22
224,882994.7
225,18649814.0
226,113442.35
227,273258.5
228,140.29483
229,13281535.0
230,2333216.2
231,20905164.0
232,299.7922
233,43439.37
234,622422.0
235,972592.5
236,593118.4
237,826858.4
238,16784.691
239,4275283.5
240,1256834.0
241,27278276.0
242,470662.94
243,39367.473
244,1596400.4
245,661155.6
246,1621349.9
247,10106458.0
248,839139.3
249,204373.44
250,29654.55
251,260891.53
252,3920.9163
253,3150051.2
254,2007614.6
255,4632568.5
256,21.278202
257,5170888.5
258,16734147.0
259,1407372.6
260,179451.17
261,672161.5
262,102829.63
263,25092.799
264,623251.25
265,951629.9
266,46766376.0
267,8736625.0
268,98602.55
269,12.985329
270,397804.62
271,2177050.5
272,1865578.5
273,18185634.0
274,124226.984
275,81844824.0
276,914443.3
277,208040.62
278,334.89337
279,9690393.0
280,202.1253
281,1205792.0
282,13.511678
283,545.9165
284,3922020.0
285,355515.9
286,66591.55
287,1212910.9
288,116129.68
289,239706.0
290,114060.914
291,98.07155
292,13752260.0
293,1621383.4
294,12623.744
295,80.83533
296,970213.1
297,748008.6
298,553495.5
299,32467.836
300,3896284.5
301,17.644732
302,134451.1
303,711676.0
304,238279.88
305,328485.88
306,33749.355
307,23218498.0
308,1095752.1
309,634832.1
310,3824233.2
311,261.86703
312,13.467001
313,472927.5
314,186322.27
315,46461748.0
316,205.53802
317,105547.23
318,20.626915
319,14995.873
320,2880.0598
321,136603.66
322,22248518.0
323,372382.16
324,255.02736
325,2883944.2
326,242730.44
327,62.801144
328,19.98204
329,5769.684
330,546705.75
331,1743387.8
332,10696.711
333,187986.39
334,49836.934
335,27.143879
336,98221.21
337,9520339.0
338,2285912.8
339,19.622114
340,312405.38
341,786257.9
342,83559300.0
343,34373.293
344,13.162255
345,22.875046
346,335523.38
347,119466.26
348,74902.54
349,56806.176
350,228023.2
351,114472.79
352,393415.78
353,1095831.5
354,1536104.8
355,907576.5
356,614.6318
357,47335444.0
358,6233433.5
359,673533.56
360,7008.682
361,2603717.2
362,263235.3
363,59001980.0
364,1211897.6
365,341341.5
366,484022.56
367,21928232.0
368,3890646.8
369,13747105.0
370,169589.14
371,36.50481
372,60827.777
373,769146.7
374,37929.91
375,1006821.0
376,13559.767
377,1924287.9
378,41771440.0
379,20.832132
380,6925.6216
381,88.84976
382,11318314.0
383,12676655.0
384,15176668.0
385,281.5394
386,15705479.0
387,1447921.6
388,2345385.2
389,224409.88
390,20862324.0
391,16101325.0
392,58603.996
393,130.68436
394,39172588.0
395,19.491014
396,7983.5083
397,537216.0
398,694173.5
399,59928996.0
400,1830517.6
401,585.2108
402,98930.78
403,8148.65
404,13.042345
405,4021559.2
406,26363432.0
407,82764.586
408,16052903.0
409,1760961.2
410,38829880.0
411,130198.766
412,501780.44
413,188.3652
414,726110.44
415,313421.22
416,174604.6
417,6426505.5
418,26528602.0
419,1479953.2
420,7508329.5
421,678474.6
422,162503.4
423,13.224209
424,31391.04
425,901765.3
426,95188.03
427,23.322645
428,268120.7
429,97000.9
430,1583.0243
431,1514393.1
432,267.9586
433,741.8091
434,119417.414
435,1713651.9
436,2415850.8
437,52747.44
438,2542582.8
439,2954180.2
440,42.17608
441,54719.31
442,16.471922
443,76.25856
444,1961950.0
445,158592.44
446,108411.24
447,79739.62
448,1799466.5
449,244865.88
450,70.48516
451,454397.03
452,3263666.0
453,28068416.0
454,139522.75
455,3258491.2
456,9450679.0
457,213485.27
458,17779060.0
459,32215.965
460,391541.2
461,812608.9
462,104810.49
463,3588181.0
464,411293.5
465,20073.41
466,2458977.0
467,16.416367
468,13.675428
469,296.90497
470,526317.3
471,650365.4
472,162894.9
473,9506.479
474,1228572.9
475,21.70531
476,1169882.2
477,492434.28
478,1085918.0
479,13161152.0
480,164.43944
481,1148529.6
482,380164.2
483,830206.56
484,1367565.4
485,693886.4
486,36503.12
487,717469.25
488,13.756268
489,1562632.8
490,19436.572
491,18.459675
492,2295595.8
493,35.754772
494,26701.266
495,355022.78
496,361165.62
497,8109.4487
498,1817.6713
499,1168.7108
500,22500496.0
501,61025.863
502,213.27048
503,36612.656
504,23746996.0
505,259988.03
506,49274.33
507,134519.17
508,93.64871
509,651270.0
510,18.741207
511,16.665783
512,1850674.1
513,892806.1
514,5852528.5
515,743865.44
516,124689.21
517,887949.75
518,12790871.0
519,91639.836
520,31692.328
521,7894.1196
522,561798.1
523,18.6978
524,26499.812
525,77740.82
526,41.457615
527,46230.23
528,700409.0
529,77931.68
530,263065.06
531,6120281.0
532,52946550.0
533,733169.4
534,1015077.5
535,23814256.0
536,18.589863
537,284133.1
538,29395756.0
539,1003370.9
540,13.624421
541,74961390.0
542,12592016.0
543,703646.5
544,17.033731
545,322.1738
546,165585.56
547,146977.73
548,228413.25
549,7344.14
550,112.510994
551,297012.8
552,2188800.2
553,53961.293
554,19.988636
555,840664.7
556,331263.22
557,24522292.0
558,424430.2
559,544930.25
560,95.67949
561,463747.94
562,68042.06
563,3979417.2
564,2796849.8
565,235840.9
566,5247272.5
567,22506872.0
568,115.74397
569,5067617.5
570,2395814.2
571,1773.891
572,54736.66
573,207025.88
574,220702.25
575,166282.6
576,1546064.1
577,1060343.6
578,134461.81
579,94059.24
580,30410.256
581,671662.6
582,3080225.2
583,1639895.6
584,71441.55
585,1481903.2
586,13135509.0
587,700527.1
588,6446525.5
589,216.90054
590,7497660.5
591,122386.13
592,141528.61
593,6778537.5
594,437.23123
595,136018.5
596,110939.49
597,5860734.5
598,1230668.1
599,98102.79
600,385.44064
601,4411629.0
602,388832.5
603,508142.34
604,59626.246
605,723847.0
606,9094833.0
607,1732253.4
608,2647989.8
609,56022.03
610,9387.615
611,22476340.0
612,153305.88
613,13182.201
614,94715.48
615,1870531.6
616,45074.65
617,71.55543
618,117611.555
619,3306496.8
620,27578.09
621,3291750.2
622,155431.27
623,1337.785
624,78126.43
625,312311.62
626,10159759.0
627,26149.043
628,644088.75
629,1866260.2
630,689793.4
631,23.477583
632,6951756.5
633,70.95236
634,19262.652
635,44517680.0
636,54001308.0
637,456784.06
638,77655.76
639,590749.0
640,298208.38
641,726518.25
642,1193.6484
643,900592.44
644,6589361.5
645,632561.94
646,261383.0
647,599473.0
648,2160650.5
649,17193.262
650,4161043.2
651,74.260254
652,1265502.8
653,67147.63
654,14338015.0
655,342805.72
656,170.84848
657,3839269.8
658,20.117994
659,21.333418
660,2026372.1
661,66390.57
662,108172.914
663,1072505.1
664,1849706.6
665,307318.25
666,507419.75
667,32883.617
668,245.74858
669,69559.24
670,122303.414
671,344362.84
672,114.27296
673,5921418.5
674,138.42738
675,4636598.5
676,1933562.9
677,29225.812
678,32246680.0
679,1824545.9
680,26.111292
681,1187.3253
682,2793862.8
683,179.23314
684,5194727.5
685,8055972.5
686,92954.945
687,25485.08
688,21465.418
689,47404.52
690,412044.56
691,1182982.1
692,32027292.0
693,713894.94
694,59.85758
695,247032.19
696,11253769.0
697,3479393.8
698,3670631.8
699,25368368.0
700,5237880.5
701,32517.664
702,620117.3
703,102.343414
704,4648260.0
705,13.6702
706,806322.4
707,112392.445
708,803857.8
709,220133.0
710,27133852.0
711,335792.47
712,160359.39
713,727470.0
714,98424.945
715,5540.447
716,23781800.0
717,185.22067
718,485.28964
719,14209778.0
720,683860.5
721,1772202.9
722,27469336.0
723,154.94719
724,53628776.0
725,5497538.5
726,733225.56
727,6995147.5
728,21402832.0
729,1016662.75
730,986667.9
731,1991850.0
732,86.770805
733,1857256.9
734,1360930.4
735,192178.9
736,446770.1
737,1611992.6
738,658197.1
739,333.94785
740,678692.1
741,14702278.0
742,5014811.5
743,29840106.0
744,19571360.0
745,28563908.0
746,895.8366
747,20.098392
748,1041143.4
749,389875.47
750,745285.1
751,35.451733
752,415825.75
753,174208.56
754,21531686.0
755,256.6658
756,15412.273
757,385216.78
758,7768028.0
759,246.93796
760,1134603.5
761,498526.3
762,631714.6
763,1023596.1
764,76.654175
765,713936.25
766,2850.1787
767,35185.16
768,171521.44
769,88487.29
770,136923.75
771,781313.0
772,10900355.0
773,70018.08
774,47735316.0
775,62.67941
776,16043.295
777,1710369.4
778,39579600.0
779,51761.25
780,1496439.1
781,117.9127
782,194320.25
783,16950582.0
784,42111830.0
785,595854.8
786,1080.9326
787,4514759.5
788,328897.38
789,1616631.6
790,38039976.0
791,103.76848
792,2804795.8
793,6101.917
794,231955.62
795,2652352.5
796,42561.676
797,3204.6921
798,670508.5
799,80178.46
800,46288.074
801,1036279.7
802,68163.56
803,34155.85
804,78017.51
805,4249757.0
806,1858363.0
807,3450979.8
808,450.44717
809,1188046.8
810,711304.75
811,583968.06
812,31134596.0
813,71667580.0
814,89350.914
815,26438176.0
816,122.39083
817,1053604.4
818,1601587.4
819,195522.28
820,742809.75
821,3372024.8
822,69749.48
823,4400882.5
824,17.398273
825,21354402.0
826,51503430.0
827,6654825.5
828,176640.16
829,79707.27
830,372923.34
831,4739562.5
832,2643911.8
833,617334.0
834,37734744.0
835,39.84511
836,2030161.6
837,19672580.0
838,29687756.0
839,95341.63
840,124190.96
841,3870892.2
842,557380.5
843,59676.91
844,13355.715
845,835095.6
846,17.853092
847,1787230.9
848,16758561.0
849,4557963.5
850,818095.1
851,18.150229
852,3055529.2
853,323196.88
854,2498997.8
855,867719.94
856,40564324.0
857,186234.12
858,7241522.5
859,285980.72
860,33806524.0
861,12.590265
862,16.274578
863,23795564.0
864,19836650.0
865,95.81371
866,57839.76
867,853675.0
868,4866792.5
869,15877735.0
870,5185648.5
871,38984.69
872,3656035.0
873,1507349.0
874,2250063.8
875,6628551.5
876,117812.49
877,47013030.0
878,36438.066
879,321563.06
880,23966748.0
881,408071.38
882,76072.81
883,67401.0
884,1608787.9
885,604396.2
886,2558078.2
887,2683038.8
888,6145289.5
889,144211.02
890,13.899747
891,257358.66
892,764695.9
893,4671.9634
894,19.751965
895,9174645.0
896,9571.99
897,5921285.5
898,329777.06
899,151.89558
900,659796.1
901,71.50705
902,87007.24
903,257.75095
904,80725.195
905,274.66763
906,285284.84
907,4201883.0
908,1957079.1
909,5617887.5
910,131.28642
911,37845504.0
912,4051.6765
913,17875280.0
914,1682227.8
915,354.67667
916,1294825.9
917,22.627058
918,976198.3
919,60493.363
920,546162.56
921,1231946.5
922,589880.9
923,1409746.1
924,1198125.8
925,3240314.5
926,409291.62
927,545.4294
928,16180.289
929,8752739.0
930,1930041.2
931,688434.9
932,20338.422
933,514177.12
934,2609.937
935,48942016.0
936,99564.484
937,41360.51
938,360054.62
939,400132.47
940,958251.1
941,123.20309
942,280.26663
943,43786.49
944,69.421234
945,215.91367
946,50.31061
947,45405810.0
948,72669.445
949,69777.24
950,1283295.2
951,172.65573
952,1117837.4
953,162550.31
954,319675.75
955,159.95416
956,22499.145
957,1431.363
958,339629.2
959,588.98816
960,3520787.2
961,249372.8
962,164949.9
963,3431.1294
964,10818867.0
965,27613.566
966,2900289.8
967,2469484.5
968,4760243.5
969,3309.1147
970,893797.06
971,339341.75
972,1785512.1
973,4513099.5
974,63895530.0
975,116010.82
976,254249.03
977,855272.06
978,35654.965
979,5255.286
980,1437933.9
981,1800366.4
982,1962340.2
983,4465698.5
984,4010295.2
985,57369.324
986,516480.38
987,438.36972
988,615662.1
989,2129084.2
990,4831.3022
991,290391.53
992,943183.56
993,2451973.0
994,3334195.5
995,33757.348
996,187127.38
997,10423.001
998,1445212.9
999,1799.485
1000,1175617.5
1001,1143218.9
1002,1014952.25
1003,119902.69
1004,10911347.0
1005,17552000.0
1006,12417841.0
1007,89040.4
1008,23419.555
1009,1914564.9
1010,1933.3936
1011,189.55623
1012,40325.215
1013,307017.25
1014,4661.234
1015,40610.188
1016,41038.81
1017,149239.5
1018,11312.95
1019,778485.9
1020,11038711.0
1021,55.10032
1022,6526514.0
1023,122652.24
1024,52709.703
1025,298972.94
1026,17.806036
1027,2212655.8
1028,35.978657
1029,380092.06
1030,13789237.0
1031,490130.06
1032,38248.21
1033,3169667.2
1034,28019.291
1035,680589.2
1036,241230.97
1037,257934.81
1038,19372584.0
1039,290.23486
1040,7599906.5
1041,1247741.6
1042,3700976.2
1043,1732312.9
1044,473937.44
1045,21127936.0
1046,3859176.2
1047,2619372.8
1048,574.08856
1049,2129736.2
1050,5495.7954
1051,24.087729
1052,403404.12
1053,26924880.0
1054,17232904.0
1055,1187039.2
1056,296229.28
1057,1564609.1
1058,915.983
1059,192788.05
1060,269615.72
1061,89223.4
1062,9915617.0
1063,4362392.5
1064,13512.298
1065,333449.3
1066,11240597.0
1067,804912.5
1068,25330.04
1069,187269.61
1070,6753.1753
1071,146494.66
1072,2927189.8
1073,77445.05
1074,177.48364
1075,11155391.0
1076,955753.56
1077,297138.84
1078,3157614.8
1079,174882.58
1080,27523140.0
1081,27403804.0
1082,11614197.0
1083,762169.9
1084,1479320.6
1085,400.43307
1086,7539940.5
1087,16.6511
1088,65319.117
1089,98.37837
1090,3693085.0
1091,230740.6
1092,19.774418
1093,3292184.2
1094,60731704.0
1095,42802.51
1096,101433.12
1097,327883.2
1098,125.713196
1099,31443.984
1100,598582.8
1101,663096.0
1102,922720.5
1103,6320497.5
1104,9787973.0
1105,11834.029
1106,7885.3315
1107,29351982.0
1108,52444.785
1109,7310.5347
1110,152.94716
1111,750881.1
1112,314551.66
1113,1887718.6
1114,1170926.2
1115,1222738.4
1116,443247.56
1117,3437969.2
1118,1721301.9
1119,99279.13
1120,300016.5
1121,1441264.4
1122,110341.96
1123,19.305649
1124,384703.25
1125,15882223.0
1126,2065431.1
1127,697920.3
1128,122.22209
1129,4053362.5
1130,603553.1
1131,99096.336
1132,1608953.6
1133,43858190.0
1134,6465548.0
1135,4041259.2
1136,40749.94
1137,15.090408
1138,637967.8
1139,23436248.0
1140,21838.055
1141,99564.26
1142,755872.0
1143,345.31662
1144,2079440.8
1145,3293975.0
1146,2785873.8
1147,823840.1
1148,6786.2725
1149,9374913.0
1150,22963058.0
1151,826416.1
1152,418468.25
1153,25973494.0
1154,152569.48
1155,1476933.5
1156,51392476.0
1157,692481.1
1158,1386403.0
1159,2358927.2
1160,2794879.2
1161,11829483.0
1162,7961975.0
1163,229751.56
1164,227717.69
1165,273484.9
1166,2117.6038
1167,17409496.0
1168,6105537.5
1169,16815.84
1170,18.513145
1171,196.26804
1172,7375.902
1173,187104.36
1174,232497.64
1175,2645677.8
1176,987236.3
1177,2155.2236
1178,1739502.0
1179,67041.4
1180,1824155.9
1181,518197.94
1182,2831404.0
1183,2442421.0
1184,116.94083
1185,1453550.1
1186,1416865.0
1187,11531667.0
1188,32589.375
1189,79427.234
1190,220647.94
1191,11774197.0
1192,22548576.0
1193,861926.5
1194,20.410604
1195,3149704.0
1196,26842180.0
1197,26153456.0
1198,342621.22
1199,245731.22
1200,87.942535
1201,12.485397
1202,137510.88
1203,1185666.0
1204,84554.23
1205,2304786.2
1206,21538994.0
1207,209.30432
1208,67.52109
1209,8303158.0
1210,1062799.5
1211,370471.12
1212,298382.0
1213,487855.75
1214,5540035.5
1215,548518.5
1216,1214747.6
1217,1207724.6
1218,320132.38
1219,19709.365
1220,61275.715
1221,65.3195
1222,187.25821
1223,2257410.2
1224,2302041.5
1225,134540.97
1226,9477.388
1227,411986.94
1228,104662.12
1229,111853.445
1230,39715.62
1231,107871.23
1232,525717.0
1233,12799616.0
1234,11575372.0
1235,477.45273
1236,1054574.9
1237,37137136.0
1238,20.74843
1239,1140719.4
1240,2160359.2
1241,171248.27
1242,200830.38
1243,122436.08
1244,914311.3
1245,42.875957
1246,23823636.0
1247,368.82587
1248,1526.6051
1249,7429804.5
1250,228.99823
1251,2387417.8
1252,702912.75
1253,15384891.0
1254,89893.586
1255,359573.7
1256,19359.762
1257,1346302.6
1258,11746.061
1259,61694.742
1260,3942761.8
1261,3596100.2
1262,137105.75
1263,13869.063
1264,121719.836
1265,13740.091
1266,13.189913
1267,18.8948
1268,924024.6
1269,205.57825
1270,131550.36
1271,2240939.5
1272,442940.0
1273,289658.4
1274,1699918.4
1275,232.12405
1276,69234.78
1277,170046.19
1278,2183645.5
1279,26622460.0
1280,1176533.6
1281,4826828.0
1282,975459.6
1283,963325.4
1284,1038439.5
1285,698974.3
1286,12776192.0
1287,53716.48
1288,344682.88
1289,49022276.0
1290,3255656.2
1291,8854974.0
1292,167780.6
1293,1087351.1
1294,92821.52
1295,654805.8
1296,63014.617
1297,2233469.0
1298,289521.75
1299,840973.44
1300,59227.746
1301,186288.88
1302,31812528.0
1303,3465492.8
1304,721714.94
1305,1376978.6
1306,14551.523
1307,17865018.0
1308,13.856796
1309,4831557.5
1310,2745822.2
1311,286136.66
1312,459920.3
1313,257506.22
1314,199068.36
1315,42731370.0
1316,198.21237
1317,14769.216
1318,282.20575
1319,2764508.2
1320,43655.273
1321,21127.957
1322,490758.88
1323,1308314.2
1324,870858.75
1325,12147033.0
1326,10465268.0
1327,2144053.2
1328,1031248.6
1329,635410.1
1330,78075.23
1331,38879388.0
1332,1509121.9
1333,23358852.0
1334,18681778.0
1335,206.2389
1336,3097759.2
1337,32840328.0
1338,23527.203
1339,869559.25
1340,22171184.0
1341,21.456577
1342,1327446.1
1343,1552054.0
1344,3097.4048
1345,19.954727
1346,260532.42
1347,27147564.0
1348,35819.44
1349,1530028.1
1350,17126.783
1351,2817355.8
1352,474322.75
1353,1028302.25
1354,556611.4
1355,214248.94
1356,441830.75
1357,4361.826
1358,1141987.0
1359,522792.06
1360,13.198956
1361,27794.965
1362,20.814491
1363,154518.23
1364,10080.705
1365,219583.33
1366,38534.816
1367,323262.9
1368,619096.0
1369,384338.34
1370,108602.07
1371,34002.355
1372,30286.76
1373,3703391.8
1374,194895.7
1375,36352.73
1376,1645929.6
1377,818955.1
1378,13237971.0
1379,855270.5
1380,8660273.0
1381,219411.1
1382,2781070.8
1383,1125137.0
1384,1314993.8
1385,32707.27
1386,3084.606
1387,12330076.0
1388,330745.56
1389,4925451.5
1390,5394644.0
1391,655608.0
1392,79339.234
1393,3654393.2
1394,116608.88
1395,163.9095
1396,282678.9
1397,933121.75
1398,4873.906
1399,19.276924
1400,280763.28
1401,25857.693
1402,8807.701
1403,140434.66
1404,2864721.2
1405,13459217.0
1406,460485.44
1407,50267.83
1408,7120646.5
1409,28662.812
1410,2821516.2
1411,3751363.8
1412,172975.95
1413,3153251.2
1414,40165.754
1415,1307115.1
1416,5286302.5
1417,102406.42
1418,100584.6
1419,13706685.0
1420,461918.8
1421,57.044857
1422,2801190.2
1423,128776.35
1424,3521856.8
1425,9516223.0
1426,748829.3
1427,24340.82
1428,15100.455
1429,9520.439
1430,191816.22
1431,68417.27
1432,1777321.4
1433,16.150988
1434,1051757.4
1435,181929.6
1436,1014955.75
1437,176.04427
1438,123496.63
1439,372.10648
1440,915916.5
1441,422643.7
1442,1809822.1
1443,194213.28
1444,45994480.0
1445,13.889033
1446,1269982.0
1447,110297.74
1448,964781.4
1449,901243.2
1450,203.73874
1451,13.830347
1452,49551.477
1453,2481340.2
1454,645501.25
1455,125763.61
1456,211392.1
1457,3380103.5
1458,50793.29
1459,2714023.8
1460,34879852.0
1461,230977.94
1462,279420.72
1463,60126190.0
1464,841812.75
1465,589131.75
1466,1943042.5
1467,25376.633
1468,106078.35
1469,1340456.4
1470,1460217.4
1471,160582.02
1472,1382814.1
1473,41931.55
1474,33942.316
1475,22033060.0
1476,32209364.0
1477,65033.848
1478,2082880.2
1479,3394664.2
1480,1250510.1
1481,2094380.6
1482,403052.06
1483,813652.6
1484,460850.44
1485,690171.2
1486,731731.8
1487,2873713.2
1488,2614340.0
1489,967.2399
1490,42538.41
1491,20.883041
1492,899378.1
1493,2979.9336
1494,266521.16
1495,550465.75
1496,817452.6
1497,2205338.2
1498,20.744457
1499,646.88464
1500,2833.9976
1501,19.558388
1502,1021718.3
1503,1203030.6
1504,117.280785
1505,24655448.0
1506,570.93396
1507,214390.42
1508,88219.695
1509,6358371.5
1510,40379492.0
1511,19192.543
1512,1631.1073
1513,20.12305
1514,2093444.6
1515,3744.1206
1516,352.19226
1517,173567.88
1518,734273.5
1519,6368253.5
1520,151044.05
1521,40531.723
1522,6439635.5
1523,13.302853
1524,984708.44
1525,2401249.8
1526,539636.94
1527,474776.7
1528,10757649.0
1529,313296.2
1530,1050458.4
1531,354575.2
1532,59.159664
1533,10805496.0
1534,13.248299
1535,19207.906
1536,59754416.0
1537,38070.402
1538,89248.1
1539,266401.6
1540,219399.25
1541,846110.3
1542,886351.4
1543,972446.1
1544,260858.12
1545,50856.973
1546,249368.97
1547,40071.98
1548,27205.383
1549,599888.0
1550,31547890.0
1551,52550044.0
1552,14616237.0
1553,98.15468
1554,275.94104
1555,29853.025
1556,194.86899
1557,18.340858
1558,43766.086
1559,30070204.0
1560,10120.949
1561,8927674.0
1562,11907798.0
1563,278331.72
1564,27269504.0
1565,156638.95
1566,266508.22
1567,1745133.9
1568,74.675735
1569,6651024.5
1570,2025561.6
1571,1445698.0
1572,1867.594
1573,2477576.2
1574,562885.56
1575,72970.76
1576,57839.715
1577,34442576.0
1578,131839.38
1579,1588.2104
1580,1121445.6
1581,5682177.0
1582,752035.5
1583,16782568.0
1584,4005825.2
1585,13254.518
1586,16526.377
1587,366131.56
1588,10269.996
1589,30196516.0
1590,21374548.0
1591,21392.883
1592,144.5371
1593,278.53485
1594,193116.9
1595,16699.602
1596,12019606.0
1597,41079030.0
1598,142489.61
1599,967.1852
1600,5398.3213
1601,221296.62
1602,33.614582
1603,1170343.9
1604,43680830.0
1605,3423.7432
1606,1424618.1
1607,290393.75
1608,312315.7
1609,1498927.5
1610,73.24916
1611,32248.883
1612,1228268.9
1613,36550996.0
1614,555101.44
1615,171441.25
1616,40255624.0
1617,1217904.4
1618,97.936646
1619,6097039.0
1620,285144.16
1621,4070043.2
1622,3847299.0
1623,429222.75
1624,506307.62
1625,662360.1
1626,454649.5
1627,8065.327
1628,293.07358
1629,5302724.0
1630,502468.78
1631,66532104.0
1632,472.36307
1633,81396.695
1634,31561664.0
1635,5225.406
1636,20.39508
1637,2209911.0
1638,784848.5
1639,119344.73
1640,40.905643
1641,366554.8
1642,1765727.1
1643,2159237.2
1644,12991.148
1645,44.1672
1646,527124.44
1647,547.7143
1648,447.479
1649,13.773098
1650,601956.25
1651,6116114.5
1652,31472860.0
1653,307833.7
1654,8013.635
1655,4039467.8
1656,12447513.0
1657,12181571.0
1658,17704.113
1659,13.623119
1660,112194.836
1661,73517.18
1662,2126986.2
1663,63837.957
1664,4615957.5
1665,2319375.2
1666,1297951.6
1667,12854.497
1668,20.048649
1669,27.491919
1670,57954.004
1671,5674341.5
1672,52587.574
1673,942536.75
1674,3473875.8
1675,3837078.8
1676,29383556.0
1677,12640674.0
1678,20.377514
1679,130.17627
1680,184860.34
1681,2454448.0
1682,18667.104
1683,4086916.0
1684,25230578.0
1685,885781.5
1686,375584.4
1687,5167218.0
1688,727603.1
1689,63459770.0
1690,899693.4
1691,5710205.5
1692,660302.6
1693,1658049.9
1694,15280.448
1695,50.063072
1696,9192.422
1697,26649260.0
1698,3022852.8
1699,5794631.0
1700,31138258.0
1701,7472094.5
1702,428946.66
1703,18.155712
1704,16401938.0
1705,271669.88
1706,2162932.0
1707,1864223.4
1708,39.648914
1709,38524132.0
1710,295317.5
1711,360610.5
1712,1659532.1
1713,17679.729
1714,156.45601
1715,490952.0
1716,27870686.0
1717,24728866.0
1718,157.10117
1719,55219.895
1720,149025.06
1721,612.5595
1722,550446.4
1723,321107.6
1724,1231516.4
1725,30446644.0
1726,986783.9
1727,1641474.1
1728,7447145.5
1729,94136.98
1730,3979436.5
1731,1758384.9
1732,336.33197
1733,6401142.5
1734,414302.44
1735,149075.27
1736,3877235.2
1737,54805.05
1738,40372416.0
1739,250.60442
1740,789671.0
1741,458752.8
1742,51711.637
1743,93330.62
1744,4176.968
1745,10575.0
1746,1056811.5
1747,1306618.9
1748,146605.84
1749,9133501.0
1750,1549428.9
1751,30581396.0
1752,91752.49
1753,759151.2
1754,48589.184
1755,2873077.2
1756,223.3755
1757,24.034924
1758,5431679.5
1759,370.9562
1760,1020193.6
1761,705457.0
1762,24.33041
1763,172654.55
1764,6139218.0
1765,383043.38
1766,35989980.0
1767,124.28478
1768,851651.75
1769,144225.62
1770,16.85157
1771,142.8209
1772,38617.23
1773,1185856.4
1774,25740694.0
1775,469496.44
1776,5101501.5
1777,91.784546
1778,111.60382
1779,36683904.0
1780,10493.945
1781,3737549.2
1782,291701.38
